name,description,stars,forks,language,url,readme_snippet,account
Software-pro-validaci-dat,No description,0,0,None specified,https://github.com/NLCR/Software-pro-validaci-dat,README not available,NLCR
Standard_NDK,Máme nový web https://standardy.ndk.cz. Záloha dokumentů z webu je stále dostupná na uložišti https://owncloud.cesnet.cz/index.php/s/yB70zl80HuZdKhP.,7,0,None specified,https://github.com/NLCR/Standard_NDK,"# AKTUALITY #

5/23
Na našem webu https://standardy.ndk.cz/ndk/standardy-digitalizace/metadata byly zveřejněny nové verze DMF pro periodika 2.0, DMF p",NLCR
sysaid-lokalizace,Sysaid lokalizace do češtiny,0,0,None specified,https://github.com/NLCR/sysaid-lokalizace,"Lokalizace SysAid do češtiny.
======================

Sysaid lokalizace do češtiny",NLCR
validator-e-publikaci,Validátor e-publikací,1,0,Java,https://github.com/NLCR/validator-e-publikaci,README not available,NLCR
visk7-nastroje,No description,1,0,Python,https://github.com/NLCR/visk7-nastroje,"# visk7-nastroje

V tomto repozitáři se nacházejí nástroje, jejichž cílem je usnadnit řešitelům projektů z programu VISK 7 kontrolu digitalizovaných d",NLCR
bancodetiempo,No description,0,0,JavaScript,https://github.com/AltaConsejeriaTIC/bancodetiempo,"# Laravel PHP Framework

[![Build Status](https://travis-ci.org/laravel/framework.svg)](https://travis-ci.org/laravel/framework)
[![Total Downloads](h",AltaConsejeriaTIC
Blueprint-BackgroundSlideshow,A fullscreen background slideshow with autoplay functionality.,1,0,JavaScript,https://github.com/AltaConsejeriaTIC/Blueprint-BackgroundSlideshow,"Blueprint: Background Slideshow
=========

A fullscreen background slideshow with autoplay functionality.

[article on Codrops](http://tympanus.net/co",AltaConsejeriaTIC
DDSscripts,No description,0,0,TypeScript,https://github.com/AltaConsejeriaTIC/DDSscripts,"docker files
environment files
scripts",AltaConsejeriaTIC
ecobits,Repsoitorio de la aplicación ecobits,1,0,PHP,https://github.com/AltaConsejeriaTIC/ecobits,"# ECOBITS

##### Ecobits busca usar las TIC's como metodo de interaccion y aprendizaje con los ciudadanos para concientizar e incrementar los conocimi",AltaConsejeriaTIC
envia-poemas,No description,0,0,Java,https://github.com/AltaConsejeriaTIC/envia-poemas,README not available,AltaConsejeriaTIC
Firend,No description,0,0,Python,https://github.com/AltaConsejeriaTIC/Firend,"Firend
======

Firend es un sistema que recibe una imagen infrarroja (preferiblemente en blanco y negro) tomada por una cámara termo-gráfica montada e",AltaConsejeriaTIC
hackaton-GataBlanca,Desarrollo 100% desde ceros y con herramientas libres,0,2,HTML,https://github.com/AltaConsejeriaTIC/hackaton-GataBlanca,README not available,AltaConsejeriaTIC
jokte-cms,Jokte! CMS 100% Libre y Latinoamericano,1,0,None specified,https://github.com/AltaConsejeriaTIC/jokte-cms,"# Jokte! - CMS desarrollado por Latinoamericanos

* Jokte! es un sistema de Administración de contenidos creado por la comunidad latinoamericana juunt",AltaConsejeriaTIC
LGBTQAdmin,No description,1,0,Vue,https://github.com/AltaConsejeriaTIC/LGBTQAdmin,"# dds-admin

> A Vue.js project

## Build Setup

``` bash
# install dependencies
npm install

ejecutar npm install vuetify --save

# serve with hot re",AltaConsejeriaTIC
LGBTQApp,No description,0,0,CSS,https://github.com/AltaConsejeriaTIC/LGBTQApp,"# APP DDS

## Ajustar
Copiar el archivo `env.example.ts` ubicado en la carpeta `~/src` pegarlo en la misma ubicación y cambiar el nombre a `env.ts`.

",AltaConsejeriaTIC
LGBTQBackend,No description,0,0,JavaScript,https://github.com/AltaConsejeriaTIC/LGBTQBackend,"# Skeleton project for Swagger

```
git clone https://github.com/alvarotrianas/LGBTQBackend.git
npm install

if there is a problem type:
npm install b",AltaConsejeriaTIC
MisionSEP,"Misión Salvando El Planeta. Es una estrategia Ludico- Pedagogica para generar conciencia en la ciudadania en relacion a las problematicas ambientales y el aporte que cada uno puede hacer a este, todo contenido en una app para los principales Sistemas Operativos Móviles.",0,0,JavaScript,https://github.com/AltaConsejeriaTIC/MisionSEP,README not available,AltaConsejeriaTIC
OFBApp,No description,1,0,HTML,https://github.com/AltaConsejeriaTIC/OFBApp,README not available,AltaConsejeriaTIC
OFBBackend,No description,1,0,JavaScript,https://github.com/AltaConsejeriaTIC/OFBBackend,"# OFB APP

API server powered by Swagger.

To install Swagger to be used trhrough the command line.
`sudo npm install -g swagger`

After it's installe",AltaConsejeriaTIC
OFBInfrastructure,No description,0,0,TSQL,https://github.com/AltaConsejeriaTIC/OFBInfrastructure,"#OFB Infrastructure

## How to run

```shell

terraform apply

```


## Pending things

* Externalize digital ocean token
",AltaConsejeriaTIC
OFBTriviaBackend,No description,1,1,JavaScript,https://github.com/AltaConsejeriaTIC/OFBTriviaBackend,"# OFB APP

API server powered by Swagger.

To install Swagger to be used trhrough the command line.
`sudo npm install -g swagger`

After it's installe",AltaConsejeriaTIC
OFBTriviaFront,No description,1,0,JavaScript,https://github.com/AltaConsejeriaTIC/OFBTriviaFront,"# OFBTriviaFront
## How to run
 
 * Install with `npm install`
 * Run with `npm start`
 
## How to set up

 * Edit `env.js` file with your backend end",AltaConsejeriaTIC
portal-mestic,No description,0,0,PHP,https://github.com/AltaConsejeriaTIC/portal-mestic,README not available,AltaConsejeriaTIC
secretariamujer,No description,0,0,PHP,https://github.com/AltaConsejeriaTIC/secretariamujer,README not available,AltaConsejeriaTIC
Soberania-Alimentaria,"Este proyecto tiene como objetivo desarrollar e implementar un invernadero de 1mx1m, controlando variables de temperatura, ventilación, riego e iluminación desde una pagina web, para monitorearle desde un ordenador (PC-Portatil), tablet o movil que disponga conexion a internet.",1,0,Arduino,https://github.com/AltaConsejeriaTIC/Soberania-Alimentaria,"# Soberania Alimentaria

<p align=""center""><em><strong>APORTES PARA LA CUARTA REVOLUCION VERDE:</strong> Softaware y Hardware libre para una sociedad ",AltaConsejeriaTIC
toxidrogasun,"Toxidrogas UN es una iniciativa del grupo de investigación ""Sustancias Psicoactivas"" del Departamento de Toxicología de la Universidad Nacional de Colombia que tiene como finalidad la  unificacíon de información relativa al tema de la toxicología de sustancias psicoactivas, ademas de un servicio consulta a preguntas e interrogantes  dirigido a la comunidad en general, el cual será atendido por un grupo interdiciplinario de toxicólogos, psicólogos, psiquiatras y especialistas en la temática. ",0,0,PHP,https://github.com/AltaConsejeriaTIC/toxidrogasun,"#   TOXIDROGAS UN   

##     Licencia   
GPL 3.0

##   Descripción 

Toxidrogas UN es una iniciativa del grupo de investigación ""Sustancias Psicoactiv",AltaConsejeriaTIC
ur-bacata,Videojuego que permite a la ciudanía generar conciencia sobre cómo es darle un buen rumbo a la ciudad a través de un crecimiento urbano integral.,0,0,JavaScript,https://github.com/AltaConsejeriaTIC/ur-bacata,"# Ur-Bacatá
Videojuego que permite a la ciudanía generar conciencia sobre cómo es darle un buen rumbo a la ciudad a través de un crecimiento urbano in",AltaConsejeriaTIC
votatoon,No description,3,0,JavaScript,https://github.com/AltaConsejeriaTIC/votatoon,"#Votatoon Blockchain
",AltaConsejeriaTIC
firma-digital,Firma Digital,10,10,Java,https://github.com/mecpy/firma-digital,"# **App-Signer**, Firma Digital de Documentos

## ¿Qué es?
Una aplicación Java que utiliza la tecnología Java Web Start para ejecutarse localmente en ",mecpy
mec-opendata,Portal de Datos Abiertos del Ministerio de Educación y Cultura del Paraguay,11,1,Ruby,https://github.com/mecpy/mec-opendata,"== Portal de Datos Abiertos del Ministerio de Educación y Cultura del Paraguay

Este portal pone a disposición de todo el mundo los datos de esta inst",mecpy
.devcontainer,Development Containers Community,1,0,Shell,https://github.com/ministryofjustice/.devcontainer,"# Development Containers

[![repo standards badge](https://img.shields.io/endpoint?labelColor=231f20&color=005ea5&style=for-the-badge&label=MoJ%20Comp",ministryofjustice
.github,Default organisational policies for the Ministry of Justice • This repository is defined and managed in Terraform,0,7,None specified,https://github.com/ministryofjustice/.github,"# .github

[![repo standards badge](https://img.shields.io/endpoint?labelColor=231f20&color=005ea5&style=for-the-badge&label=MoJ%20Compliant&url=https",ministryofjustice
12-factor-wordpress-demo,Example 12 Factor WordPress app,0,1,PHP,https://github.com/ministryofjustice/12-factor-wordpress-demo,"# 12 Factor WordPress Demo

Demo of a WordPress application which follows 12 Factor App principles.

""Blame olly"", said JC.

",ministryofjustice
2nd-line-support,2nd Line Support Monitoring App ,0,2,Ruby,https://github.com/ministryofjustice/2nd-line-support,"# 2nd-line-support Dashboard

[![Build Status](https://travis-ci.org/ministryofjustice/2nd-line-support.svg)](https://travis-ci.org/ministryofjustice/",ministryofjustice
44con-ctf-info,"Info on CTF organised by Ministry of Justice, taking place at 44con 2016 London",0,1,None specified,https://github.com/ministryofjustice/44con-ctf-info,"
##This doc
This doc will be updated during the conf as needed so keep an eye for it. Twitter for MOJ Digital: [@Justice_Digital](https://twitter.com/",ministryofjustice
accelerated_claims,** Unmaintained repository! **  Accelerated Claims app,0,1,Ruby,https://github.com/ministryofjustice/accelerated_claims,"# ** Unmaintained repository! ** 

# Accelerated Claim application (aka 'Civil-Claims' and 'Accelerated Possessions')

[![Build Status](http://jenkins",ministryofjustice
accelerated_claims_load_test,Load testing for accelerated claims system,0,1,None specified,https://github.com/ministryofjustice/accelerated_claims_load_test,"# accelerated_claims_load_test
Load testing for accelerated claims system
",ministryofjustice
access-to-probation,No description,1,1,HTML,https://github.com/ministryofjustice/access-to-probation,README not available,ministryofjustice
accessibility-book-club,Books and discussion guides for running an accessibility book club,3,0,JavaScript,https://github.com/ministryofjustice/accessibility-book-club,"# Accessibility Book Club
Books and discussion guides for running an accessibility book club.

It contains notes on how to facilitate discussions, tha",ministryofjustice
accessibility-checklist,"A short checklist of accessibility checks for pull requests, for government services",3,4,None specified,https://github.com/ministryofjustice/accessibility-checklist,"# accessibility-checklist
A short checklist of accessibility checks for pull requests, for government services.

To use this, copy and paste the follo",ministryofjustice
accessible-timeout-warning,Prototype! Timeout warning with accessibility built in. Customisable and extendable. June 2019: I'll shortly be updating this to use GOV.UK Frontend. Also planning to review other dependencies and the docs,0,1,JavaScript,https://github.com/ministryofjustice/accessible-timeout-warning,"# Accessible timeout warning ·

Timeout warning is a component that:

- Is shown after a period of inactivity
- Warns users before a session timeout t",ministryofjustice
accredited-programmes-community-prototype,A community prototype of Accredited Programmes.,1,0,HTML,https://github.com/ministryofjustice/accredited-programmes-community-prototype,"# accredited-programmes-prototype-main
 
",ministryofjustice
accredited-programmes-prototype,Prototype for HMPPS Accredited Programmes using the GOV.UK Prototype Kit and the MOJ Pattern Library.,1,0,HTML,https://github.com/ministryofjustice/accredited-programmes-prototype,README not available,ministryofjustice
acronyms,"List of abbreviations used within the MoJ, and their definitions.",11,6,CSS,https://github.com/ministryofjustice/acronyms,"# Ministry of Justice Acronyms

[![repo standards badge](https://img.shields.io/endpoint?labelColor=231f20&color=005ea5&style=for-the-badge&label=MoJ%",ministryofjustice
acronym_finder,No description,0,1,Ruby,https://github.com/ministryofjustice/acronym_finder,"AcronymFinder
=============

Very simple lib that you can give big chunks of text and it will replace any acronyms with the appropiate description.

I",ministryofjustice
actions-pulumi,No description,0,1,None specified,https://github.com/ministryofjustice/actions-pulumi,,ministryofjustice
addressfinder,postcode -> postal address lookup service,6,2,Python,https://github.com/ministryofjustice/addressfinder,"Address Finder
==============

Postcode lookup HTTP/REST service using [Ordnance Survey AddressBase Basic](http://www.ordnancesurvey.co.uk/business-an",ministryofjustice
